,Unnamed: 0,Titles,Released,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio,Runtime_mins
893,893,Koma,2019,1h 51min,0,6.3,136,38,Nikita Argunov,Nikita Argunov,Big Cinema House,4000000,0,2264690,2.39 : 1,111
894,894,The Promise,2016,2h 13min,49,6.0,885,219,Terry George,Terry George,Babieka,90000000,8224288,12448676,2.35 : 1,133
895,895,Race to Witch Mountain,2009,1h 38min,52,5.7,136,174,Andy Fickman,Matt Lopez,Walt Disney Pictures,65000000,67172594,106387141,2.39 : 1,98
896,896,Star Trek: Generations,1994,1h 58min,55,6.6,291,121,David Carson,Gene Roddenberry,Paramount Pictures,35000000,75671125,118071125,2.39 : 1,118
897,897,Shingeki no kyojin,2015,1h 38min,0,5.0,143,61,Shinji Higuchi,Hajime Isayama,Kôdansha,0,449523,30810658,2.35 : 1,98
898,898,Radhe,2021,2h 15min,0,1.8,2500,22,Prabhu Deva,Vijay Maurya,Sohail Khan Production,0,0,1900312,2.35 : 1,135
899,899,The Night Comes for Us,2018,2h 1min,69,7.0,259,94,Timo Tjahjanto,Timo Tjahjanto,Infinite Frameworks Studios,0,0,0,,121
900,900,From Russia with Love,1963,1h 55min,83,7.4,458,127,Terence Young,Richard Maibaum,Eon Productions,2000000,24796765,24808767,1.66 : 1,115
901,901,The Brothers Grimm,2005,1h 58min,51,5.9,518,244,Terry Gilliam,Ehren Kruger,Dimension Films,88000000,37916267,105316267,1.85 : 1,118
902,902,The SpongeBob SquarePants Movie,2004,1h 27min,66,7.1,230,90,Stephen Hillenburg,Derek Drymon,Paramount Pictures,30000000,85417988,141067127,,87
903,903,National Treasure: Book of Secrets,2007,2h 4min,48,6.5,331,181,Jon Turteltaub,Marianne Wibberley,Walt Disney Pictures,130000000,219964115,459242249,2.39 : 1,124
904,904,Europa Report,2013,1h 37min,68,6.4,346,198,Sebastián Cordero,Philip Gelatt,Wayfare Entertainment,0,125687,125687,1.78 : 1,97
905,905,'71,2014,1h 39min,83,7.2,150,243,Yann Demange,Gregory Burke,Film 4,0,1270847,3062178,2.39 : 1,99
906,906,The Peacemaker,1997,2h 4min,43,6.0,177,99,Mimi Leder,Leslie Cockburn,Dreamworks Pictures,50000000,41263140,110463140,2.35 : 1,124
907,907,No Man's Land,2020,1h 54min,52,4.9,23,28,Conor Allyn,Jake Allyn,Margate House Films,0,139221,175356,2.39 : 1,114
908,908,Six Days Seven Nights,1998,1h 42min,0,5.8,0,0,Ivan Reitman,Michael Browning,Caravan Pictures,70000000,74339294,164839294,2.39 : 1,102
909,909,Into the Storm,2014,1h 29min,44,5.8,276,241,Steven Quale,John Swetnam,Broken Road Productions,50000000,47602194,161502194,1.85 : 1,89
