,Titles,Released,MPAA,Runtime,Metascores,IMDB,User Reviews,Critic Reviews,Directors,Writers,Studios,Budget,US Gross,Worldwide Gross,Aspect Ratio
487,The Equalizer 2,2018,17+,2h 1min,50,6.7,774,241,Antoine Fuqua,Richard Wenk,Columbia Pictures,"$62,000,000 ","$102,084,362","$190,400,157",2.39 : 1
488,Mr. & Mrs. Smith,2005,D,2h,55,6.5,847,223,Doug Liman,Simon Kinberg,New Regency Productions,"$110,000,000 ","$186,336,279","$487,287,646",2.39 : 1
489,Dangal,2016,13+,2h 41min,,8.4,436,65,Nitesh Tiwari,Piyush Gupta,Aamir Khan Productions,"₹700,000,000 ","$12,391,761","$303,723,636",2.35 : 1
490,30 Days of Night,2007,R,1h 53min,53,6.6,616,310,David Slade,Steve Niles,Columbia Pictures,"$30,000,000 ","$39,569,000","$75,513,170",2.35 : 1
491,Safe House,2012,R,1h 55min,52,6.7,339,202,Daniel Espinosa,David Guggenheim,Universal Pictures,"$85,000,000 ","$126,373,434","$208,076,205",2.35 : 1
492,Clash of the Titans,2010,PG-13,1h 46min,39,5.8,702,353,Louis Leterrier,Travis Beacham,Warner Bros.,"$125,000,000 ","$163,214,888","$493,214,993",2.39 : 1
493,Bando,2020,17+,1h 56min,51,5.5,498,200,Sang-ho Yeon,Sang-ho Yeon,Next Entertainment World,,"$1,231,407","$42,698,327",2.39 : 1
494,Tomb Raider,2018,13+,1h 59min,48,6.3,1.3K,414,Roar Uthaug,Geneva Robertson-Dworet,Warner Bros.,"$94,000,000 ","$58,250,803","$274,650,803",2.39 : 1
495,Night Hunter,2018,R,1h 38min,31,5.9,297,54,David Raymond,David Raymond,Arcola Entertainment,,,"$1,012,932",2.39:1
496,12 Strong,2018,17+,2h 10min,54,6.6,401,170,Nicolai Fuglsig,Ted Tally,Alcon Entertainment,"$35,000,000 ","$45,819,713","$67,450,815",2.39 : 1
497,Super,2010,R,1h 36min,50,6.7,260,250,James Gunn,James Gunn,This Is That Productions,"$2,500,000 ","$327,716","$422,618",1.85 : 1
498,The Adventures of Robin Hood,1938,PG,1h 42min,97,7.9,294,115,Michael Curtiz,Norman Reilly Raine,Warner Bros.,"$1,900,000 ",,,1.37 : 1
499,The Boondock Saints,1999,R,1h 48min,44,7.8,966,114,Troy Duffy,Troy Duffy,Franchise Pictures,"$6,000,000 ","$30,471","$30,471",2.35 : 1
500,War for the Planet of the Apes,2017,13+,2h 20min,82,7.4,924,475,Matt Reeves,Mark Bomback,Twentieth Century Fox,"$150,000,000 ","$146,880,162","$490,719,763",2.39 : 1
501,National Treasure,2004,PG,2h 11min,39,6.9,760,189,Jon Turteltaub,Jim Kouf,Walt Disney Pictures,"$100,000,000 ","$173,008,894","$347,512,318",2.39 : 1
502,Allied,2016,D,2h 4min,60,7.1,335,310,Robert Zemeckis,Steven Knight,Paramount Pictures,"$85,000,000 ","$40,098,064","$119,520,023",2.39 : 1
503,Eastern Promises,2007,R,1h 40min,82,7.6,444,294,David Cronenberg,Steven Knight,Kudos Film and Television,"£25,000,000 ","$17,266,000","$56,107,312",1.85 : 1
504,The Bad Batch,2016,R,1h 58min,62,5.3,306,142,Ana Lily Amirpour,Ana Lily Amirpour,Human Stew Factory,"$6,000,000 ","$180,851","$201,890",2.35 : 1
505,Timeline,2003,PG-13,1h 56min,28,5.7,481,130,Richard Donner,Michael Crichton,Paramount Pictures,"$80,000,000 ","$19,481,943","$43,935,763",2.39 : 1
506,Atlantis: The Lost Empire,2001,PG,1h 35min,52,6.9,346,144,Gary Trousdale,Tab Murphy,Walt Disney Animation Studios,"$120,000,000 ","$84,056,472","$186,053,725",2.39 : 1
507,Predators,2010,R,1h 47min,51,6.4,720,379,Nimród Antal,Alex Litvak,Twentieth Century Fox,"$40,000,000 ","$52,000,688","$127,233,108",2.39 : 1
508,Now You See Me 2,2016,13+,2h 9min,46,6.5,379,287,Jon M. Chu,Ed Solomon,Summit Entertainment,"$90,000,000 ","$65,075,540","$334,897,606",2.39 : 1
509,Riddick,2013,R,1h 59min,49,6.4,381,316,David Twohy,David Twohy,Riddick Canada Productions,"$38,000,000 ","$42,025,135","$98,337,295",2.39 : 1
510,Sin City: A Dame to Kill For,2014,R,1h 42min,46,6.5,280,367,Frank Miller,Frank Miller,Aldamisa Entertainment,"$65,000,000 ","$13,757,804","$39,407,616",1.85 : 1
511,The Three Musketeers,2011,PG-13,1h 50min,35,5.7,318,239,Paul W.S. Anderson,Alex Litvak,Summit Entertainment,"$75,000,000 ","$20,374,484","$132,274,484",2.35 : 1
512,The Book of Eli,2010,R,1h 58min,53,6.9,689,334,Albert Hughes,Gary Whitta,Alcon Entertainment,"$80,000,000 ","$94,835,059","$157,107,755",2.35 : 1
513,The Scorpion King,2002,PG-13,1h 32min,,5.5,,,Chuck Russell,Stephen Sommers,Universal Pictures,"$60,000,000 ","$91,047,077","$180,630,907",2.39 : 1
514,The Tourist,2010,PG-13,1h 43min,37,6.0,486,335,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,GK Films,"$100,000,000 ","$67,631,157","$278,780,441",2.35 : 1
515,Deepwater Horizon,2016,PG-13,1h 47min,68,7.1,297,312,Peter Berg,Matthew Michael Carnahan,Summit Entertainment,"$110,000,000 ","$61,433,527","$121,790,373",2.35 : 1
516,Alpha,2018,13+,1h 36min,63,6.7,610,155,Albert Hughes,Daniele Sebastian Wiedenhaupt,Studio 8,"$51,000,000 ","$35,857,181","$98,203,196",2.39 : 1
517,Robin Hood,2018,17+,1h 56min,32,5.3,1.2K,184,Otto Bathurst,Ben Chandler,Summit Entertainment,"$100,000,000 ","$30,824,628","$86,493,046",2.39 : 1
518,Machete,2010,R,1h 45min,60,6.6,417,418,Ethan Maniquis,Robert Rodriguez,Overnight Films,"$10,500,000 ","$26,593,646","$45,491,656",1.85 : 1
519,Demolition Man,1993,R,1h 55min,34,6.7,299,106,Marco Brambilla,Peter M. Lenkov,Warner Bros.,"$57,000,000 ","$58,055,768","$58,055,768",2.35 : 1
520,Ghost Rider,2007,PG-13,1h 50min,35,5.3,749,295,Mark Steven Johnson,Mark Steven Johnson,Columbia Pictures,"$110,000,000 ","$115,802,596","$228,738,393",2.35 : 1
521,Finding 'Ohana,2021,PG,2h 3min,69,6.1,167,41,Jude Weng,Christina Strain,Ian Bryce Productions,,,,1.78 : 1
522,Real Steel,2011,PG-13,2h 7min,56,7.0,517,343,Shawn Levy,John Gatins,Dreamworks Pictures,"$110,000,000 ","$85,468,508","$299,268,508",2.35 : 1
523,Twist,2021,R,1h 30min,,4.0,114,38,Martin Owen,John Wrathall,Unstoppable Film and Television,,,"$509,904",
524,Crimson Tide,1995,R,1h 56min,66,7.3,235,87,Tony Scott,Michael Schiffer,Hollywood Pictures,"$53,000,000 ","$91,387,195","$157,387,195",2.39 : 1
525,King Arthur,2004,PG-13,2h 6min,46,6.3,932,88,Antoine Fuqua,David Franzoni,Touchstone Pictures,"$120,000,000 ","$51,882,244","$203,567,857",2.39 : 1
526,Need for Speed,2014,PG-13,2h 12min,39,6.4,424,337,Scott Waugh,George Gatins,Dreamworks Pictures,"$66,000,000 ","$43,577,636","$203,277,636",2.35 : 1
527,Reign of Fire,2002,PG-13,1h 41min,39,6.2,615,139,Rob Bowman,Gregg Chabot,Touchstone Pictures,"$60,000,000 ","$43,061,982","$82,150,183",2.39 : 1
528,Hollow Man,2000,R,1h 52min,24,5.8,674,190,Paul Verhoeven,Gary Scott Thompson,Columbia Pictures,"$95,000,000 ","$73,209,340","$190,213,455",1.85 : 1
529,21 Bridges,2019,R,1h 39min,51,6.6,465,164,Brian Kirk,Adam Mervis,AGBO,"$33,000,000 ","$28,539,757","$49,939,757",2.39 : 1
530,Above Suspicion,2019,R,1h 44min,46,5.6,65,32,Phillip Noyce,Joe Sharkey,Sierra / Affinity,,,"$21,712",2.39:1
531,How to Train Your Dragon: The Hidden World,2019,SU,1h 44min,71,7.5,700,222,Dean DeBlois,Dean DeBlois,DreamWorks Animation,"$129,000,000 ","$160,799,505","$525,683,457",2.35 : 1
532,Superman Returns,2006,PG-13,2h 34min,72,6.0,2.4K,357,Bryan Singer,Michael Dougherty,Warner Bros.,"$270,000,000 ","$200,081,192","$391,081,192",2.35 : 1
533,Central Intelligence,2016,17+,1h 47min,52,6.3,254,242,Rawson Marshall Thurber,Ike Barinholtz,New Line Cinema,"$50,000,000 ","$127,440,871","$216,972,543",2.35 : 1
534,George of the Jungle,1997,PG,1h 32min,53,5.5,124,62,Sam Weisman,Jay Ward,Walt Disney Pictures,"$55,000,000 ","$105,263,257","$174,463,257",1.85 : 1
535,Harriet,2019,PG-13,2h 5min,66,6.6,359,137,Kasi Lemmons,Gregory Allen Howard,Martin Chase Productions,"$17,000,000 ","$43,082,155","$43,347,017",2.39 : 1
536,Gone in Sixty Seconds,2000,PG-13,1h 58min,,6.5,,,Dominic Sena,H.B. Halicki,Touchstone Pictures,"$90,000,000 ","$101,648,571","$237,202,299",2.39 : 1
537,Mighty Morphin Power Rangers: The Movie,1995,PG,1h 35min,40,5.2,145,88,Bryan Spicer,John Kamps,Twentieth Century Fox,"$20,000,000 ","$38,187,431","$66,433,194",1.85 : 1
538,Sherlock Holmes: A Game of Shadows,2011,PG-13,2h 9min,48,7.5,471,258,Guy Ritchie,Michele Mulroney,Warner Bros.,"$125,000,000 ","$186,848,418","$543,848,418",2.39 : 1
539,Insurgent,2015,PG-13,1h 59min,42,6.2,330,287,Robert Schwentke,Brian Duffield,Summit Entertainment,"$110,000,000 ","$130,179,072","$297,002,527",2.35 : 1
540,Grindhouse,2007,R,3h 11min,77,7.5,536,260,Robert Rodriguez,Robert Rodriguez,Dimension Films,"$67,000,000 ","$25,037,897","$25,422,088",2.39 : 1
541,xXx: Return of Xander Cage,2017,17+,1h 47min,42,5.2,392,284,D.J. Caruso,Rich Wilkes,Paramount Pictures,"$85,000,000 ","$44,898,413","$346,118,277",2.39 : 1
542,Pete's Dragon,2016,SU,1h 42min,71,6.7,177,243,David Lowery,David Lowery,Walt Disney Pictures,"$65,000,000 ","$76,233,151","$143,695,338",2.35 : 1
543,Allegiant,2016,PG-13,2h,33,5.7,243,215,Robert Schwentke,Noah Oppenheim,Mandeville Films,"$110,000,000 ","$66,184,051","$179,246,868",2.35 : 1
544,Die Another Day,2002,PG-13,2h 13min,56,6.1,1.2K,124,Lee Tamahori,Ian Fleming,Eon Productions,"$142,000,000 ","$160,942,139","$431,971,116",2.39 : 1
545,Born a Champion,2021,R,1h 52min,,7.0,82,14,Alex Ranarivelo,Sean Patrick Flanery,ESX Entertainment,,,,
546,Wo hu cang long,2000,PG-13,2h,94,7.8,1.7K,289,Ang Lee,Hui-Ling Wang,Asia Union Film & Entertainment Ltd.,"$17,000,000 ","$128,078,872","$213,525,736",2.39 : 1
547,Tomorrowland,2015,PG,2h 10min,60,6.4,621,478,Brad Bird,Damon Lindelof,Walt Disney Pictures,"$190,000,000 ","$93,436,322","$209,035,668",2.20 : 1
548,X2,2003,PG-13,2h 14min,68,7.4,1.1K,169,Bryan Singer,Zak Penn,Twentieth Century Fox,"$110,000,000 ","$214,949,694","$407,711,549",2.39 : 1
549,The Life Aquatic with Steve Zissou,2004,R,1h 59min,62,7.3,689,273,Wes Anderson,Wes Anderson,Touchstone Pictures,"$50,000,000 ","$24,020,403","$34,809,623",2.35 : 1
550,The Quick and the Dead,1995,R,1h 47min,49,6.4,279,78,Sam Raimi,Simon Moore,TriStar Pictures,"$32,000,000 ","$18,636,537","$18,636,537",1.85 : 1
551,Project Power,2020,R,1h 53min,51,6.0,791,183,Henry Joost,Mattson Tomlin,Netflix,,,,2.00 : 1
552,Exodus: Gods and Kings,2014,PG-13,2h 30min,52,6.0,768,335,Ridley Scott,Adam Cooper,Chernin Entertainment,"$140,000,000 ","$65,014,513","$268,175,631",2.39 : 1
553,Body of Lies,2008,R,2h 8min,57,7.1,308,236,Ridley Scott,William Monahan,Warner Bros.,"$70,000,000 ","$39,394,666","$115,900,897",2.39 : 1
554,Serbuan maut,2011,D,1h 41min,73,7.6,439,522,Gareth Evans,Gareth Evans,Pt. Merantau Films,"$1,100,000 ","$4,105,187","$9,148,519",1.85 : 1
555,Underworld: Awakening,2012,R,1h 28min,39,6.3,313,260,Måns Mårlind,Len Wiseman,Screen Gems,"$70,000,000 ","$62,321,039","$160,112,671",2.35 : 1
556,Cloverfield,2008,PG-13,1h 25min,64,7.0,2.4K,479,Matt Reeves,Drew Goddard,Paramount Pictures,"$25,000,000 ","$80,048,433","$172,394,180",1.85 : 1
557,Miami Vice,2006,R,2h 12min,65,6.0,996,250,Michael Mann,Michael Mann,Universal Pictures,"$135,000,000 ","$63,450,470","$163,794,509",2.35 : 1
558,The Bourne Ultimatum,2007,PG-13,1h 55min,,8.0,,,Paul Greengrass,Tony Gilroy,Universal Pictures,"$110,000,000 ","$227,471,070","$444,100,035",2.39 : 1
559,U.S. Marshals,1998,PG-13,2h 11min,47,6.6,156,69,Stuart Baird,Roy Huggins,Warner Bros.,"$60,000,000 ","$57,167,405","$102,367,405",1.85 : 1
560,The Covenant,2006,PG-13,1h 37min,,5.3,,,Renny Harlin,J.S. Cardone,Screen Gems,"$20,000,000 ","$23,380,495","$37,598,767",2.35 : 1
561,The Time Machine,2002,PG-13,1h 36min,42,6.0,678,121,Simon Wells,H.G. Wells,Warner Bros.,"$80,000,000 ","$56,832,494","$123,729,176",2.35 : 1
562,Last Action Hero,1993,PG-13,2h 10min,44,6.4,324,126,John McTiernan,Zak Penn,Columbia Pictures,"$85,000,000 ","$50,016,394","$137,298,489",2.39 : 1
563,Fatman,2020,R,1h 40min,40,5.9,432,115,Eshom Nelms,Ian Nelms,Panasper Films,,"$278,378","$1,651,413",2.39 : 1
564,Knowing,2009,PG-13,2h 1min,41,6.2,947,294,Alex Proyas,Ryne Douglas Pearson,Summit Entertainment,"$50,000,000 ","$79,957,634","$183,658,498",2.35 : 1
565,The Guest,2014,R,1h 40min,76,6.7,428,312,Adam Wingard,Simon Barrett,HanWay Films,"$5,000,000 ","$332,890","$2,700,051",2.35 : 1
566,Power Rangers,2017,13+,2h 4min,44,5.9,547,307,Dean Israelite,John Gatins,Lionsgate,"$100,000,000 ","$85,364,450","$142,337,240",2.35 : 1
567,Blackhat,2015,D,2h 13min,51,5.4,312,292,Michael Mann,Morgan Davis Foehl,Forward Pass,"$70,000,000 ","$8,005,980","$19,652,057",2.39 : 1
568,The Mask of Zorro,1998,PG-13,2h 16min,63,6.8,359,123,Martin Campbell,Johnston McCulley,TriStar Pictures,"$95,000,000 ","$94,095,523","$250,288,523",2.39 : 1
569,Alien: Resurrection,1997,R,1h 49min,63,6.2,766,252,Jean-Pierre Jeunet,Dan O'Bannon,Brandywine Productions,"$75,000,000 ","$47,795,658","$161,376,069",2.39 : 1
570,London Has Fallen,2016,R,1h 39min,28,5.9,614,278,Babak Najafi,Creighton Rothenberger,Millennium Films,"$60,000,000 ","$62,524,260","$205,754,447",2.39 : 1
571,The Operative,2019,17+,1h 56min,47,5.7,108,45,Yuval Adler,Yiftach R. Atir,Black Bear Pictures,,,"$1,431,904",2.35 : 1
572,The Lego Movie,2014,SU,1h 40min,83,7.7,580,466,Christopher Miller,Phil Lord,Warner Bros.,"$60,000,000 ","$257,760,692","$468,060,692",1.33 : 1
573,Smokin' Aces,2006,R,1h 49min,45,6.7,524,182,Joe Carnahan,Joe Carnahan,Universal Pictures,"$17,000,000 ","$35,787,686","$57,232,879",2.35 : 1
574,Hancock,2008,PG-13,1h 32min,49,6.4,687,308,Peter Berg,Vy Vincent Ngo,Columbia Pictures,"$150,000,000 ","$227,946,274","$629,443,428",2.39 : 1
575,Skylines,2020,R,1h 53min,46,4.7,178,51,Liam O'Donnell,Matthew E. Chausse,Mirabelle Pictures Productions,,,"$170,581",2.39:1
576,End of Watch,2012,R,1h 49min,68,7.6,444,376,David Ayer,David Ayer,Exclusive Media Group,"$7,000,000 ","$41,003,371","$55,078,146",1.85 : 1
577,Legion,2010,R,1h 40min,32,5.3,400,201,Scott Stewart,Peter Schink,Screen Gems,"$26,000,000 ","$40,168,080","$67,918,658",2.35 : 1
578,The Foreigner,2017,17+,1h 53min,55,7.0,474,173,Martin Campbell,David Marconi,STX Entertainment,"$35,000,000 ","$34,393,507","$145,418,070",2.35 : 1
579,Beowulf,2007,PG-13,1h 55min,59,6.2,555,294,Robert Zemeckis,Neil Gaiman,Paramount Pictures,"$150,000,000 ","$82,280,579","$196,393,745",2.39 : 1
580,The 6th Day,2000,17+,2h 3min,49,5.9,325,149,Roger Spottiswoode,Cormac Wibberley,Phoenix Pictures,"$82,000,000 ","$34,604,280","$96,085,477",2.35 : 1
581,Maze Runner: The Scorch Trials,2015,PG-13,2h 11min,43,6.3,470,279,Wes Ball,T.S. Nowlin,Gotham Group,"$61,000,000 ","$81,697,192","$312,296,056",2.39 : 1
582,Rise of the Planet of the Apes,2011,PG-13,1h 45min,68,7.5,733,562,Rupert Wyatt,Rick Jaffa,Twentieth Century Fox,"$93,000,000 ","$176,760,185","$481,800,873",2.35 : 1
583,Triple 9,2016,R,1h 55min,52,6.3,211,262,John Hillcoat,Matt Cook,Worldview Entertainment,"$20,000,000 ","$12,639,297","$23,177,948",2.35 : 1
584,Hour of Lead,2020,R,1h 55min,,5.7,445,18,Peter Facinelli,Peter Facinelli,Adonais Productions,,,,2.35 : 1
585,S.W.A.T.,2003,PG-13,1h 57min,45,6.0,362,153,Clark Johnson,Robert Hamner,Columbia Pictures,"$80,000,000 ","$116,934,650","$207,725,639",2.39 : 1
586,Underworld: Rise of the Lycans,2009,R,1h 32min,44,6.6,208,179,Patrick Tatopoulos,Danny McBride,Screen Gems,"$35,000,000 ","$45,802,315","$92,158,961",2.35 : 1
587,Abduction,2011,PG-13,1h 46min,25,5.1,214,187,John Singleton,Shawn Christensen,Lionsgate,"$35,000,000 ","$28,087,155","$82,087,155",2.35 : 1
588,Blade II,2002,R,1h 57min,52,6.7,591,218,Guillermo del Toro,Marv Wolfman,New Line Cinema,"$54,000,000 ","$82,348,319","$155,010,032",1.85 : 1
589,The Expendables 3,2014,PG-13,2h 6min,35,6.1,415,344,Patrick Hughes,Sylvester Stallone,Lionsgate,"$80,000,000 ","$39,322,544","$214,657,577",2.39 : 1
590,The Rundown,2003,PG-13,1h 44min,59,6.7,275,153,Peter Berg,R.J. Stewart,Columbia Pictures,"$85,000,000 ","$47,726,342","$80,981,914",2.35 : 1
591,Nerve,2016,PG-13,1h 36min,58,6.5,298,250,Henry Joost,Jessica Sharzer,Lionsgate,"$19,000,000 ","$38,583,626","$85,251,425",2.35 : 1
592,Terminator Salvation,2009,PG-13,1h 55min,49,6.5,1.1K,440,McG,John Brancato,The Halcyon Company,"$200,000,000 ","$125,322,469","$371,353,001",2.35 : 1
593,Alexander,2004,R,2h 55min,39,5.6,1.4K,234,Oliver Stone,Oliver Stone,Warner Bros.,"$155,000,000 ","$34,297,191","$167,298,192",2.39 : 1
594,Angels & Demons,2009,PG-13,2h 18min,48,6.7,522,209,Ron Howard,David Koepp,Columbia Pictures,"$150,000,000 ","$133,375,846","$485,930,816",2.39 : 1
595,Miss Congeniality,2000,PG-13,1h 49min,43,6.3,414,122,Donald Petrie,Marc Lawrence,Castle Rock Entertainment,"$45,000,000 ","$106,807,667","$212,742,720",1.85 : 1
596,AVP: Alien vs. Predator,2004,PG-13,1h 41min,29,5.6,1.3K,149,Paul W.S. Anderson,Dan O'Bannon,Twentieth Century Fox,"$60,000,000 ","$80,282,231","$177,427,090",2.35 : 1
597,RED 2,2013,PG-13,1h 56min,47,6.6,242,256,Dean Parisot,Jon Hoeber,Summit Entertainment,"$84,000,000 ","$53,262,560","$148,075,565",2.39 : 1
598,Hunter Killer,2018,17+,2h 1min,43,6.6,798,128,Donovan Marsh,Arne Schmidt,Hunter Killer Productions,"$40,000,000 ","$15,767,460","$31,676,128",2.39 : 1
599,Men in Black 3,2012,PG-13,1h 46min,58,6.8,403,465,Barry Sonnenfeld,Etan Cohen,Columbia Pictures,"$225,000,000 ","$179,020,854","$624,026,776",1.85 : 1
600,Pacific Rim: Uprising,2018,13+,1h 51min,44,5.6,790,310,Steven S. DeKnight,Steven S. DeKnight,Legendary Entertainment,"$150,000,000 ","$59,874,525","$290,930,148",2.39 : 1
601,Into the Grizzly Maze,2015,R,1h 34min,43,5.3,104,59,David Hackl,Guy Moshe,Indomitable Entertainment,"$10,000,000 ",,,1.85 : 1
602,Per un pugno di dollari,1964,R,1h 39min,65,8.0,323,116,Sergio Leone,Adriano Bolzoni,Jolly Film,"$200,000 ","$14,500,000","$14,516,248",2.35 : 1
603,The Chronicles of Narnia: Prince Caspian,2008,PG,2h 30min,62,6.5,477,257,Andrew Adamson,Andrew Adamson,Walt Disney Pictures,"$225,000,000 ","$141,621,490","$419,665,568",2.39 : 1
604,Monsters vs. Aliens,2009,PG,1h 34min,56,6.4,224,231,Rob Letterman,Maya Forbes,DreamWorks Animation,"$175,000,000 ","$198,351,526","$381,509,870",2.39 : 1
605,Outbreak,1995,R,2h 7min,64,6.6,224,83,Wolfgang Petersen,Laurence Dworet,Warner Bros.,"$50,000,000 ","$67,659,560","$189,859,560",1.85 : 1
606,Backdraft,1991,R,2h 17min,38,6.7,172,77,Ron Howard,Gregory Widen,Imagine Films Entertainment,"$40,000,000 ","$77,868,585","$152,368,585",2.39 : 1
607,The World Is Not Enough,1999,PG-13,2h 8min,57,6.4,748,109,Michael Apted,Neal Purvis,Danjaq,"$135,000,000 ","$126,943,684","$361,832,400",2.39 : 1
608,Megamind,2010,PG,1h 35min,63,7.2,289,243,Tom McGrath,Alan Schoolcraft,DreamWorks Animation,"$130,000,000 ","$148,415,853","$321,885,765",2.39 : 1
609,3:10 to Yuma,2007,R,2h 2min,76,7.7,668,306,James Mangold,Halsted Welles,Lionsgate,"$55,000,000 ","$53,606,916","$70,016,220",2.35 : 1
610,The Last Boy Scout,1991,R,1h 45min,52,7.0,182,73,Tony Scott,Shane Black,Geffen Pictures,"$43,000,000 ","$59,509,925","$59,509,925",2.39 : 1
611,Overlord,2018,17+,1h 50min,60,6.6,811,284,Julius Avery,Billy Ray,Bad Robot,"$38,000,000 ","$21,704,844","$41,657,844",2.39 : 1
612,The Spy Who Dumped Me,2018,17+,1h 57min,52,6.1,543,204,Susanna Fogel,Susanna Fogel,BRON Studios,"$40,000,000 ","$33,562,069","$75,339,459",2:39:1
613,Rambo,2008,21+,1h 32min,46,7.0,802,184,Sylvester Stallone,Art Monterastelli,Lionsgate,"$50,000,000 ","$42,754,105","$113,244,290",2.35 : 1
614,Under Siege,1992,R,1h 43min,58,6.5,221,107,Andrew Davis,J.F. Lawton,Warner Bros.,"$35,000,000 ","$83,563,139","$156,563,139",1.85 : 1
615,RoboCop,2014,PG-13,1h 57min,52,6.1,729,530,José Padilha,Joshua Zetumer,Metro-Goldwyn-Mayer (MGM),"$100,000,000 ","$58,607,007","$242,688,965",2.35 : 1
616,Four Brothers,2005,R,1h 49min,49,6.8,374,129,John Singleton,David Elliot,Paramount Pictures,"$45,000,000 ","$74,494,381","$92,374,674",2.39 : 1
617,Licence to Kill,1989,PG-13,2h 13min,58,6.6,396,101,John Glen,Michael G. Wilson,Danjaq,"$32,000,000 ","$34,667,015","$156,167,015",2.39 : 1
618,Never Back Down,2008,PG-13,1h 53min,39,6.6,202,142,Jeff Wadlow,Chris Hauty,Summit Entertainment,"$20,000,000 ","$24,850,922","$41,627,431",2.35 : 1
619,Abraham Lincoln: Vampire Hunter,2012,R,1h 45min,42,5.9,418,413,Timur Bekmambetov,Seth Grahame-Smith,Abraham Productions,"$69,000,000 ","$37,519,139","$116,471,580",2.35 : 1
620,Friday Night Lights,2004,PG-13,1h 58min,,7.2,,,Peter Berg,Buzz Bissinger,Universal Pictures,"$30,000,000 ","$61,255,921","$61,950,770",2.39 : 1
621,Escape Plan,2013,R,1h 55min,49,6.7,363,309,Mikael Håfström,Miles Chapman,Summit Entertainment,"$50,000,000 ","$25,135,965","$137,328,301",2.35 : 1
622,Dante's Peak,1997,PG-13,1h 48min,43,6.0,336,105,Roger Donaldson,Leslie Bohem,Universal Pictures,"$116,000,000 ","$67,127,760","$178,127,760",2.39 : 1
623,Bonnie and Clyde,1967,R,1h 51min,86,7.8,495,117,Arthur Penn,David Newman,Warner Bros./Seven Arts,"$2,500,000 ",,,1.85 : 1
624,The Adventures of Tintin,2011,PG,1h 47min,68,7.3,515,463,Steven Spielberg,Hergé,Columbia Pictures,"$135,000,000 ","$77,591,831","$373,993,951",2.39 : 1
625,Red Dawn,2012,PG-13,1h 33min,31,5.4,393,245,Dan Bradley,Carl Ellsworth,FilmDistrict,"$65,000,000 ","$44,806,783","$50,950,296",2.35 : 1
626,Mystery Men,1999,PG-13,2h 1min,65,6.1,474,131,Kinka Usher,Neil Cuthbert,Universal Pictures,"$68,000,000 ","$29,762,011","$33,461,011",1.85 : 1
627,A Good Day to Die Hard,2013,R,1h 38min,28,5.3,580,434,John Moore,Skip Woods,Twentieth Century Fox,"$92,000,000 ","$67,349,198","$304,654,182",1.85 : 1
628,Equilibrium,2002,R,1h 47min,33,7.4,1.2K,159,Kurt Wimmer,Kurt Wimmer,Dimension Films,"$20,000,000 ","$1,203,794","$5,368,217",2.35 : 1
629,The Mummy: Tomb of the Dragon Emperor,2008,PG-13,1h 52min,31,5.2,566,286,Rob Cohen,Alfred Gough,Universal Pictures,"$145,000,000 ","$102,491,776","$403,449,830",2.39 : 1
630,Teenage Mutant Ninja Turtles,2014,PG-13,1h 41min,31,5.8,567,369,Jonathan Liebesman,Josh Appelbaum,Paramount Pictures,"$125,000,000 ","$191,204,754","$485,004,754",2.35 : 1
631,Men in Black II,2002,PG-13,1h 28min,49,6.2,659,205,Barry Sonnenfeld,Lowell Cunningham,Columbia Pictures,"$140,000,000 ","$193,735,288","$445,135,288",
632,Dawn of the Planet of the Apes,2014,PG-13,2h 10min,79,7.6,694,564,Matt Reeves,Mark Bomback,Chernin Entertainment,"$170,000,000 ","$208,545,589","$710,644,566",1.85 : 1
633,Species,1995,R,1h 48min,,5.8,,,Roger Donaldson,Dennis Feldman,Metro-Goldwyn-Mayer (MGM),"$35,000,000 ","$60,074,103","$113,374,103",2.39 : 1
634,Hardcore Henry,2015,21+,1h 36min,51,6.7,434,318,Ilya Naishuller,Ilya Naishuller,Bazelevs Production,"$2,000,000 ","$9,252,038","$16,810,562",1.85 : 1
